fir_number,district,police_station,crime_type,ipc_bns_sections,incident_date,report_date,location_description,latitude,longitude,complainant_name,complainant_age,complainant_gender,complainant_contact,accused_name,accused_age,accused_gender,accused_count,weapon_used,property_loss_inr,case_status,case_outcome,investigating_officer,severity,is_juvenile_involved
0681/2018,Kalaburagi,Brahmapur PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2018-09-19,2018-09-20,"25/52, Dayal Marg",18.182358,74.660271,Faras Devan,29,Other,+916575034918,Nikita Chad; Ria Krishnan; Vihaan Acharya,45,Female,3,None,0,Charge Sheet Filed,Settled Out of Court,PSI Datta,High,No
0682/2025,Davanagere,Vidyanagar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2025-08-08,2025-08-13,"H.No. 65, Halder Street",17.381551,76.75391,Abeer Raj,26,Male,+912946959223,Ayaan Kapur,42,Other,1,None,0,Case Closed,Pending,SI Taneja,High,No
0683/2024,Belagavi,Shahapur PS,Robbery,"392, 309",2024-03-20,2024-03-25,"H.No. 64, Bhargava Ganj",12.498772,74.12597,Ekiya Dutt,71,Male,06407288636,Janaki Naik; Ishanvi Krishnan; Rishi Gill,58,Male,3,Blunt Object,214740.31,Pending Court Trial,Settled Out of Court,SI Jaggi,High,No
0684/2024,Hubballi-Dharwad,Hubballi Old City PS,Public Nuisance,"268, 270",2024-08-01,2024-08-01,"H.No. 72, Lad Road",11.990749,76.948455,Bishakha Suri,68,Male,05005787392,Amrita Vala; Baghyawati Din; Janani Savant,31,Other,3,None,0,Pending Court Trial,Acquitted,DySP Sengupta,Low,No
0685/2025,Kalaburagi,Station Bazaar PS,Rioting,"147, 191",2025-11-15,2025-11-16,"121, Barad Marg",16.303,75.242031,Ekaraj Kannan,28,Other,+911036101606,Girindra Hans; Aryan Thakur,47,Other,2,Firearm,0,FIR Registered,,CPI Kamdar,Low,No
0686/2019,Shivamogga,Town PS,Counterfeiting,"489B, 178",2019-01-10,2019-01-11,"H.No. 984, Dora Nagar",16.994879,76.140706,Jacob Gola,18,Other,5070072841,Logan Shah; Ayush Mani,31,Female,2,None,0,Case Closed,Acquitted,CPI Sidhu,Low,No
0687/2021,Mangaluru,Kankanady PS,Arson,"436, 324",2021-04-25,2021-04-26,"H.No. 59, Din Circle",13.520743,78.050544,Yashasvi Prakash,27,Female,+910561587171,Harrison Gade; Vincent Lanka; Nirja Sant,45,Other,3,None,0,Charge Sheet Filed,Dismissed,ASI Lad,High,No
0688/2026,Mysuru,Nazarbad PS,Vehicle Theft,"379, 303",2026-03-22,2026-03-26,"60, Keer Path",17.567326,76.925127,Laksh Krishna,29,Male,8303087684,Anita Gola; Wyatt Sundaram; Wakeeta Kala,39,Male,3,None,77318.84,Acquitted,Dismissed,PSI Prabhakar,Medium,No
0689/2019,Shivamogga,Town PS,Robbery,"392, 309",2019-04-17,2019-04-20,"61/075, Sangha Path",15.422197,77.79986,Nicholas Dani,20,Male,07592223811,Om Gour,27,Female,1,Vehicle,32203.61,Charge Sheet Filed,Dismissed,ASI Ray,High,No
0690/2026,Mangaluru,Mangaladevi PS,Cybercrime - Online Fraud,"66D IT Act, 318",2026-02-28,2026-03-03,"213, Sane Road",12.413943,75.292391,Vihaan Bhattacharyya,48,Female,8800493463,Unknown,,,0,None,327624.17,Charge Sheet Filed,Acquitted,PSI Bora,Medium,No
0691/2019,Mangaluru,Kankanady PS,Public Nuisance,"268, 270",2019-10-04,2019-10-04,"42/26, Goyal Ganj",14.017347,76.692385,Arjun Lal,22,Male,8476454878,Aadhya Bhargava,22,Male,1,None,0,Under Investigation,,Inspector Date,Low,No
0692/2023,Mangaluru,Mangaladevi PS,Extortion,"384, 308",2023-04-20,2023-04-20,"H.No. 77, Palan Path",13.424742,75.70842,Robert Rajagopalan,73,Female,+917342191115,Girish Sarma; Devansh Garde,51,Female,2,Blunt Object,195207.83,Pending Court Trial,Settled Out of Court,SI Ganguly,High,No
0693/2020,Ballari,Bruhat Bangalore PS,Eve Teasing/Harassment,"354, 354A",2020-01-05,2020-01-09,"817, Sarkar Marg",17.804263,75.208477,Urvashi Gera,68,Male,5894631321,Kala Lanka,37,Female,1,None,0,Case Closed,Convicted,DySP Nayak,Low,No
0694/2024,Kalaburagi,Brahmapur PS,Theft,"379, 303",2024-03-17,2024-03-20,"930, Dash Circle",13.963972,75.961287,Janaki Ahluwalia,58,Male,+912082585672,Ekavir Kapadia; Bakhshi Ramachandran,31,Female,2,None,338340.24,FIR Registered,,ASI Sura,Low,No
0695/2019,Bengaluru Urban,Koramangala PS,Chain Snatching,"356, 304",2019-02-23,2019-02-28,"72, Chawla Circle",18.357557,78.075766,Andrew Mittal,35,Other,03760895929,Unknown,,,0,None,4391.74,FIR Registered,,CPI Barad,Medium,No
0696/2023,Kalaburagi,Brahmapur PS,Chain Snatching,"356, 304",2023-06-12,2023-06-16,"23/114, Bhardwaj Marg",14.010648,76.358141,Arjun Mahal,19,Other,09301193204,Lajita Anand; Vedika Shenoy; Aachal Karnik,37,Other,3,None,251385.53,Convicted,Acquitted,ASI Venkatesh,Medium,No
0697/2019,Shivamogga,Vinoba Nagar PS,Counterfeiting,"489B, 178",2019-07-07,2019-07-11,"H.No. 39, Pathak Marg",17.648371,74.904162,Faris Salvi,69,Other,09783415646,Yatan Issac; Advaith Sachdev; Shaurya Malhotra,42,Female,3,None,0,Case Closed,Compounded,ASI Bobal,Low,No
0698/2024,Tumakuru,City PS,Hit and Run,"304A, 106",2024-06-07,2024-06-07,"52, Issac Ganj",15.497337,74.746537,Jeremiah Ganesh,73,Other,+914165946909,Aryan Chaudhary,60,Other,1,None,0,Case Closed,Acquitted,Inspector Subramanian,Low,No
0699/2020,Mysuru,Nazarbad PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2020-04-26,2020-04-29,"630, Virk Zila",15.459235,75.336393,Krishna Verma,51,Male,6726558961,Avi Bhasin; Dipta Biswas,56,Other,2,None,0,Pending Court Trial,Compounded,SI Dixit,High,No
0700/2023,Belagavi,Tilakwadi PS,Vehicle Theft,"379, 303",2023-04-19,2023-04-21,"60, Sabharwal Zila",14.345523,76.394265,Yatin Bandi,30,Female,1215398343,Faqid Dua; Urmi Chander; Adweta Prabhu,37,Male,3,None,300004.37,Convicted,Acquitted,SI Bumb,Medium,No
0701/2018,Shivamogga,Vinoba Nagar PS,Eve Teasing/Harassment,"354, 354A",2018-03-30,2018-03-31,"H.No. 46, Lalla Marg",12.407758,74.703873,Yadavi Master,30,Other,+914445291089,Krisha Shere; Yochana Mukhopadhyay; Indali Deshmukh,53,Other,3,None,0,Under Investigation,,CPI Dubey,Low,No
0702/2025,Hubballi-Dharwad,Hubballi Old City PS,Eve Teasing/Harassment,"354, 354A",2025-05-01,2025-05-03,"H.No. 621, Gade Street",16.530564,77.295101,Noah Ben,22,Female,06893408057,Devika Korpal,46,Female,1,None,0,Under Investigation,,DySP Uppal,Low,No
0703/2023,Hubballi-Dharwad,Dharwad Rural PS,Arson,"436, 324",2023-06-25,2023-06-25,"H.No. 081, Bhakta Street",16.96905,75.918631,Yuvraj Baria,20,Male,4582823232,Unknown,,,0,None,0,Pending Court Trial,Settled Out of Court,Inspector Salvi,High,No
0704/2025,Shivamogga,Vinoba Nagar PS,Murder,"302, 103",2025-06-14,2025-06-15,"H.No. 105, Shah Circle",16.746873,74.281574,Chaitaly Soni,61,Other,0038255806,Hemangini Narayanan; Sathvik Ranganathan; Azad Palan,21,Female,3,Firearm,0,FIR Registered,,PSI Kamdar,High,No
0705/2019,Mangaluru,Mangaladevi PS,Theft,"379, 303",2019-02-03,2019-02-06,"26/41, Hari Zila",12.324669,76.59322,Zayyan Pandit,71,Female,06584984524,Gautam Gala,21,Female,1,None,106527.54,FIR Registered,,ASI Basu,Low,No
0706/2018,Tumakuru,City PS,Counterfeiting,"489B, 178",2018-06-16,2018-06-19,"84/55, Kulkarni Nagar",11.963306,76.721715,William Bhatti,40,Other,09467223408,Daksh Chander; Yasti Bassi; Ria More,55,Male,3,None,0,Charge Sheet Filed,Compounded,SI Tak,Low,No
0707/2022,Hubballi-Dharwad,Hubballi Old City PS,Rioting,"147, 191",2022-12-25,2022-12-28,"H.No. 88, Lata Chowk",16.106094,75.505847,Girik Om,63,Other,+918546979747,Indrajit Pillay; Chandran Loke,53,Other,2,Vehicle,0,FIR Registered,,CPI Thaman,Low,No
0708/2022,Davanagere,Vidyanagar PS,Counterfeiting,"489B, 178",2022-09-17,2022-09-19,"90/67, Parmar Marg",14.801991,77.382186,Aditya Rajagopal,30,Female,+916766137446,Unknown,,,0,None,0,Case Closed,Settled Out of Court,ASI Deo,Low,No
0709/2026,Hubballi-Dharwad,Hubballi Old City PS,Vehicle Theft,"379, 303",2026-03-31,2026-04-03,"H.No. 947, Gopal Path",14.575577,76.226857,Mugdha Brahmbhatt,25,Other,+919362851829,Unknown,,,0,None,118964.47,Charge Sheet Filed,Acquitted,DySP Banerjee,Medium,No
0710/2025,Ballari,Bruhat Bangalore PS,Extortion,"384, 308",2025-02-24,2025-02-28,"20/364, Sanghvi Ganj",18.43714,74.980653,Max Toor,26,Male,+918304929740,Unknown,,,0,None,269719.6,Case Closed,Compounded,CPI Kannan,High,No
0711/2024,Mysuru,Vijayanagar PS,Counterfeiting,"489B, 178",2024-03-21,2024-03-23,"68/48, Dayal Path",11.812549,78.412536,Jacob Master,40,Female,+914345429058,Madhavi Prabhu,26,Other,1,None,0,Charge Sheet Filed,Settled Out of Court,ASI Venkataraman,Low,No
0712/2022,Kalaburagi,Station Bazaar PS,Domestic Violence,"498A, 85",2022-02-03,2022-02-07,"31/80, Barman Zila",12.291808,77.581521,Agastya Dar,21,Female,04169660444,Jeet Shroff; Ekansh Sengupta,21,Other,2,Firearm,0,Charge Sheet Filed,Settled Out of Court,PSI Deol,Medium,No
0713/2021,Ballari,Cowl Bazar PS,Eve Teasing/Harassment,"354, 354A",2021-03-18,2021-03-22,"H.No. 68, Pal Zila",16.356862,76.780366,Nandini Karnik,50,Other,07230975518,Mohini Kapoor; Baljiwan Soman; Daniel Amble,27,Other,3,None,0,Charge Sheet Filed,Dismissed,DySP Khare,Low,No
0714/2024,Shivamogga,Town PS,Hit and Run,"304A, 106",2024-09-14,2024-09-19,"H.No. 573, Rastogi Circle",15.289071,74.186229,Radhika Banerjee,47,Other,+910329950822,Unknown,,,0,None,0,Charge Sheet Filed,Settled Out of Court,Inspector Shere,Low,No
0715/2022,Tumakuru,City PS,Arson,"436, 324",2022-04-10,2022-04-10,"013, Dua Chowk",13.668474,74.560922,Neelima Nanda,70,Female,+919759161306,Unknown,,,0,None,0,Convicted,Dismissed,CPI Kala,High,No
0716/2022,Belagavi,Shahapur PS,Cybercrime - Phishing,"66C IT Act, 319",2022-02-05,2022-02-05,"H.No. 311, Karpe Nagar",17.529848,76.271158,Tanmayi Prasad,44,Female,9371527202,Yoshita Goda; Eta Mandal; Rushil Padmanabhan,23,Female,3,None,495758.36,Charge Sheet Filed,Convicted,CPI Manda,Medium,No
0717/2020,Bengaluru Urban,Banashankari PS,Domestic Violence,"498A, 85",2020-09-29,2020-10-04,"H.No. 92, Gade Circle",14.159312,76.997265,Dominic Roy,22,Male,06607588546,Om Suri; Aditya Mukherjee,54,Female,2,Firearm,0,Under Investigation,,CPI Vora,Medium,No
0718/2023,Ballari,Cowl Bazar PS,Theft,"379, 303",2023-09-20,2023-09-22,"62, Salvi Marg",16.294225,75.225035,Watika Kurian,43,Female,07602746636,Ekta Kalita; Unni Din; Girindra Bassi,25,Female,3,None,230218.49,Pending Court Trial,Acquitted,ASI Gara,Low,No
0719/2022,Shivamogga,Vinoba Nagar PS,Eve Teasing/Harassment,"354, 354A",2022-09-08,2022-09-08,"024, Keer Ganj",17.942384,75.421326,Xavier Thaman,50,Female,5957436740,Unknown,,,0,None,0,Case Withdrawn,,Inspector Savant,Low,No
0720/2022,Belagavi,Camp PS,Chain Snatching,"356, 304",2022-04-14,2022-04-15,"28/03, Walla Ganj",17.78958,75.858228,Daniel Setty,61,Other,08608319076,Unknown,,,0,None,424053.76,Under Investigation,,DySP Sibal,Medium,No
0721/2024,Mangaluru,Bunder PS,Burglary,"331(4), 305",2024-06-25,2024-06-30,"10/08, Dutt Ganj",17.547809,75.075823,Jagat Bora,44,Other,7054954331,Adweta Chhabra; Bhavya Karnik,40,Other,2,None,491473.48,Pending Court Trial,Pending,SI Sangha,Medium,No
0722/2021,Bengaluru Urban,Koramangala PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2021-11-11,2021-11-11,"79/212, Dyal Road",13.958105,74.40143,Bimala Kar,60,Male,00034717209,Hiral Barman; Ekiya Manne,37,Other,2,None,0,Case Closed,Pending,SI Krishnamurthy,High,No
0723/2025,Hubballi-Dharwad,Dharwad Rural PS,Cybercrime - Online Fraud,"66D IT Act, 318",2025-12-13,2025-12-15,"93, Subramanian Marg",15.362936,74.044206,William Dhar,68,Other,2491357628,Unknown,,,0,None,428995.31,Charge Sheet Filed,Convicted,ASI Contractor,Medium,No
0724/2021,Belagavi,Shahapur PS,Counterfeiting,"489B, 178",2021-05-10,2021-05-11,"93/87, Bhagat Path",12.811122,76.27983,Hemani Rao,36,Male,1291462397,Gauri Gulati,45,Female,1,None,0,Case Closed,Settled Out of Court,DySP Dhar,Low,Yes
0725/2024,Kalaburagi,Station Bazaar PS,Burglary,"331(4), 305",2024-05-30,2024-06-03,"H.No. 404, Mitter",17.374104,77.9671,Alka Gade,57,Female,3624449637,Unknown,,,0,None,192354.41,Under Investigation,,Inspector Shan,Medium,No
0726/2025,Hubballi-Dharwad,Vidyanagar PS,Burglary,"331(4), 305",2025-06-26,2025-06-29,"702, Dasgupta Ganj",13.750913,77.315473,Rajata Deol,73,Female,+915625643627,Kritika Menon,29,Female,1,None,213535.05,Under Investigation,,Inspector Mutti,Medium,No
0727/2018,Tumakuru,Bharathinagar PS,Kidnapping,"363, 137",2018-02-21,2018-02-24,"886, Menon",18.096855,74.286786,Yashvi Rout,53,Female,+914494640639,Oeshi Sant; Benjamin Mukherjee,51,Female,2,None,0,Pending Court Trial,Compounded,ASI Kumar,High,Yes
0728/2019,Belagavi,Shahapur PS,Assault,"323, 115",2019-03-20,2019-03-20,"82/537, Iyengar Road",16.937724,75.764216,Dipta Bansal,52,Female,06773563597,Kamya Chauhan; Peter Kaul; Advaith Acharya,38,Other,3,Acid,0,Case Closed,Settled Out of Court,ASI Palla,Medium,No
0729/2025,Mangaluru,Mangaladevi PS,Cybercrime - Phishing,"66C IT Act, 319",2025-05-23,2025-05-24,"768, Kakar Zila",13.904372,77.004547,Faras Raman,50,Female,06953876304,Unknown,,,0,None,68355.01,Charge Sheet Filed,Convicted,DySP Sanghvi,Medium,No
0730/2020,Mysuru,Devaraja PS,Domestic Violence,"498A, 85",2020-10-01,2020-10-06,"H.No. 64, Raju",11.607036,77.417278,Wazir Keer,55,Female,2525908578,Unknown,,,0,None,0,Under Investigation,,DySP Chacko,Medium,No
0731/2022,Mysuru,Krishnaraja PS,Murder,"302, 103",2022-12-02,2022-12-05,"61/904, Kapur",11.725215,74.731586,Sanaya Ganesh,36,Female,+917931342215,Faras Chacko; Aadi Kapadia; Wridesh Hegde,37,Other,3,None,0,Pending Court Trial,Dismissed,CPI Sheth,High,No
0732/2023,Kalaburagi,Station Bazaar PS,Kidnapping,"363, 137",2023-05-10,2023-05-13,"305, Rai",18.463753,77.268656,Meghana Agate,47,Other,+917199147333,Unknown,,,0,None,0,Under Investigation,,Inspector Chacko,High,No
0733/2023,Bengaluru Urban,Jayanagar PS,Assault,"323, 115",2023-01-09,2023-01-12,"14/05, Mallick Marg",15.47814,77.787596,Harsh Narain,40,Other,8902604986,Unknown,,,0,None,0,Under Investigation,,PSI Arora,Medium,No
0734/2018,Davanagere,P.G. Halli PS,Fraud/Cheating,"420, 318",2018-04-20,2018-04-21,"92/805, Vohra Path",13.270979,75.947186,Rushil Kumer,29,Female,+917673015149,Rachita Apte; Falguni Dhar,42,Other,2,None,272253.09,Case Closed,Compounded,ASI Sood,Medium,No
0735/2024,Mysuru,Vijayanagar PS,Eve Teasing/Harassment,"354, 354A",2024-04-27,2024-04-29,"848, Ramanathan Road",17.670268,76.336203,Lila Dasgupta,39,Male,+916670752112,Unknown,,,0,None,0,Case Closed,Convicted,DySP Swamy,Low,No
0736/2026,Ballari,Bruhat Bangalore PS,Chain Snatching,"356, 304",2026-04-24,2026-04-26,"H.No. 470, Puri Chowk",18.334187,75.831119,Daniel Mishra,60,Male,03989604597,Oni Kamdar; Ekansh Dugar,23,Other,2,None,209754.83,Case Closed,Acquitted,SI Natarajan,Medium,No
0737/2025,Shivamogga,Town PS,Kidnapping,"363, 137",2025-11-29,2025-12-04,"H.No. 507, Ratti Circle",12.165799,74.277334,Chanakya Saxena,49,Male,1293447225,Ikbal Hayre; Chandresh Kale,40,Female,2,None,0,Case Closed,Convicted,Inspector Nagarajan,High,No
0738/2018,Mysuru,Devaraja PS,Cybercrime - Online Fraud,"66D IT Act, 318",2018-03-21,2018-03-21,"85/63, Bhagat Nagar",13.449348,78.118626,Yashoda Bhasin,60,Other,+911779389799,Warda Prakash; Hredhaan Ranganathan; Turvi Mangal,35,Female,3,None,33511.08,Case Closed,Convicted,ASI Grover,Medium,No
0739/2021,Hubballi-Dharwad,Vidyanagar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2021-08-25,2021-08-30,"H.No. 102, Golla Path",15.731878,74.751543,Naksh Thaker,26,Male,04003564696,Falak Verma,23,Female,1,None,0,Charge Sheet Filed,Convicted,PSI Mukhopadhyay,High,No
0740/2019,Mangaluru,Bunder PS,Domestic Violence,"498A, 85",2019-09-15,2019-09-16,"H.No. 364, Varghese Circle",11.872188,77.211893,Manbir Vyas,72,Female,04556972556,Gaurangi Kohli,52,Other,1,Knife,0,FIR Registered,,ASI Nigam,Medium,No
0741/2021,Kalaburagi,Station Bazaar PS,Assault,"323, 115",2021-09-13,2021-09-15,"H.No. 740, Mangat Circle",14.786045,76.82327,Samaksh Sarraf,21,Male,+916611767454,Wakeeta Sangha; Chakradhar Ganesan,21,Other,2,None,0,Pending Court Trial,Pending,SI Sampath,Medium,No
0742/2023,Ballari,Bruhat Bangalore PS,Robbery,"392, 309",2023-08-23,2023-08-24,"H.No. 51, Narayan Road",15.129227,77.163291,Girish Date,35,Female,06088522813,Unknown,,,0,Vehicle,260955.25,FIR Registered,,PSI Kulkarni,High,No
0743/2021,Shivamogga,Town PS,Fraud/Cheating,"420, 318",2021-12-16,2021-12-19,"H.No. 937, Mann Street",18.302891,78.355631,Chanakya Mody,26,Other,3214492464,Vanya Kumar; Nimrat Bajwa,41,Other,2,None,258966.35,Case Closed,Acquitted,PSI Khare,Medium,No
0744/2019,Kalaburagi,Station Bazaar PS,Hit and Run,"304A, 106",2019-05-04,2019-05-07,"H.No. 76, Bansal Marg",12.61046,74.165257,Ayush Khurana,54,Other,09021014011,Unknown,,,0,None,0,Case Withdrawn,,CPI Chakrabarti,Low,No
0745/2018,Davanagere,P.G. Halli PS,Arson,"436, 324",2018-07-08,2018-07-11,"H.No. 581, Srinivas Street",16.446143,77.99322,Jagrati Bhagat,73,Female,+919845229543,Girish Tank,40,Female,1,None,0,Acquitted,Dismissed,ASI Kadakia,High,No
0746/2025,Hubballi-Dharwad,Dharwad Rural PS,Public Nuisance,"268, 270",2025-03-25,2025-03-29,"H.No. 03, Menon Zila",14.895442,77.886493,Caleb Dayal,74,Female,07603868670,Zarna Nadkarni; Jasmit Shah; Leela Mammen,24,Other,3,None,0,Pending Court Trial,Settled Out of Court,Inspector Varughese,Low,No
0747/2023,Davanagere,Vidyanagar PS,Burglary,"331(4), 305",2023-09-05,2023-09-05,"37/261, Manne Marg",13.805178,76.147247,Amruta Mall,30,Male,3641590301,Ranbir Bansal; Sai Taneja; Warjas Bhandari,39,Other,3,None,427524.62,Case Withdrawn,,Inspector Murthy,Medium,Yes
0748/2021,Hubballi-Dharwad,Dharwad Rural PS,Rioting,"147, 191",2021-08-24,2021-08-29,"78/322, Tiwari Path",13.051874,76.583363,Praneel Buch,33,Male,05696155346,Arya Magar; Praneel Thaker; Bachittar Barad,56,Female,3,Acid,0,Case Closed,Compounded,DySP Mandal,Low,No
0749/2021,Tumakuru,City PS,Kidnapping,"363, 137",2021-03-26,2021-03-31,"H.No. 21, Swamy Circle",12.686912,75.517153,Raghav Ravel,65,Other,+914990504799,Guneet Manda; Lavanya Narasimhan; Hitesh Loke,24,Male,3,None,0,Case Closed,Dismissed,SI Kulkarni,High,No
0750/2020,Mangaluru,Kankanady PS,Rioting,"147, 191",2020-11-12,2020-11-12,"75/01, Mohanty Chowk",12.67625,77.787007,Saumya Bora,43,Other,09423564531,Unknown,,,0,Rope,0,FIR Registered,,ASI Pall,Low,No
0751/2026,Ballari,Bruhat Bangalore PS,Extortion,"384, 308",2026-01-21,2026-01-21,"H.No. 18, Khare Ganj",18.10356,77.499749,Triveni Ganguly,54,Other,01285398222,Aarush Gopal,25,Male,1,Knife,143804.84,Charge Sheet Filed,Acquitted,DySP Bajaj,High,Yes
0752/2023,Mysuru,Devaraja PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2023-06-30,2023-07-02,"48/253, Mody Street",15.436827,77.814447,Yashawini Bir,62,Female,2885349774,Unknown,,,0,None,0,Acquitted,Settled Out of Court,ASI Parmer,High,No
0753/2022,Davanagere,Vidyanagar PS,Domestic Violence,"498A, 85",2022-08-08,2022-08-13,"88/66, Prasad Street",12.92442,74.760526,Gaurika Taneja,58,Female,02982180206,Unknown,,,0,None,0,Acquitted,Dismissed,Inspector Kala,Medium,No
0754/2024,Davanagere,P.G. Halli PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2024-12-18,2024-12-23,"47, Bir Zila",11.802332,75.731391,Patrick Nadig,66,Male,0640106659,Maanas Sunder,48,Female,1,None,0,Convicted,Acquitted,ASI Sibal,High,No
0755/2025,Bengaluru Urban,Whitefield PS,Cybercrime - Phishing,"66C IT Act, 319",2025-04-17,2025-04-21,"304, Dhaliwal Road",16.068384,74.663512,Dalaja Chana,45,Other,+911761221229,Rehaan Tella,57,Female,1,None,283218.01,Under Investigation,,Inspector Wali,Medium,No
0756/2019,Belagavi,Camp PS,Extortion,"384, 308",2019-08-14,2019-08-15,"687, Goda Path",13.910526,77.105241,Patrick Mittal,45,Female,5700753012,Yadavi Chaudhuri,37,Male,1,Sharp Weapon,6482.75,Charge Sheet Filed,Compounded,Inspector Gala,High,No
0757/2021,Mysuru,Nazarbad PS,Extortion,"384, 308",2021-10-13,2021-10-16,"37/143, Narula Path",11.559741,77.483489,Naveen Bali,59,Other,+917478046802,Unknown,,,0,Blunt Object,361342.4,Acquitted,Convicted,ASI Sachdev,High,No
0758/2023,Ballari,Cowl Bazar PS,Cybercrime - Online Fraud,"66D IT Act, 318",2023-08-10,2023-08-10,"76, Gade Road",17.814389,76.784256,Yashasvi Banerjee,28,Other,3352190512,Jagvi Nath,49,Other,1,None,38717.81,Charge Sheet Filed,Compounded,PSI Anne,Medium,No
0759/2023,Tumakuru,City PS,Public Nuisance,"268, 270",2023-03-31,2023-03-31,"84/68, Din Street",18.007984,78.31709,Isaiah Vala,54,Female,6102764370,Orinder Cheema,18,Other,1,None,0,Pending Court Trial,Pending,ASI Bakshi,Low,No
0760/2022,Mysuru,Nazarbad PS,Cybercrime - Online Fraud,"66D IT Act, 318",2022-08-31,2022-09-03,"H.No. 24, Ratta Ganj",17.320637,78.310843,Gautami Mangal,19,Female,+911847479003,Sai Sarma; Ekbal Magar; Libni Babu,40,Other,3,None,482590.96,FIR Registered,,SI Johal,Medium,No
0761/2018,Belagavi,Tilakwadi PS,Eve Teasing/Harassment,"354, 354A",2018-03-06,2018-03-11,"H.No. 209, Virk Road",15.078951,77.290002,Nidhi Balan,60,Other,6641017841,Qarin Jha; Neha Chadha,28,Female,2,None,0,Under Investigation,,CPI Samra,Low,No
0762/2022,Mysuru,Vijayanagar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2022-02-09,2022-02-09,"H.No. 171, Kurian Nagar",11.929203,76.830279,Harini Acharya,74,Other,+914736928414,Sanaya Halder; Isha Bahl,19,Female,2,None,0,Charge Sheet Filed,Convicted,Inspector Sachar,High,No
0763/2021,Bengaluru Urban,Jayanagar PS,Kidnapping,"363, 137",2021-03-02,2021-03-02,"H.No. 938, Goel Ganj",13.247075,76.378624,Riya Ravel,60,Female,5863178920,Hardik Jani; Mekhala Pandit; Nitara Brar,47,Other,3,None,0,Acquitted,Acquitted,CPI Munshi,High,No
0764/2026,Davanagere,P.G. Halli PS,Hit and Run,"304A, 106",2026-01-31,2026-02-05,"068, Kalita Ganj",16.18945,75.818938,Manbir Gara,42,Other,02541206664,Kala Kant; Charles Sathe; Yauvani Sahota,39,Male,3,None,0,Under Investigation,,ASI Bail,Low,No
0765/2019,Kalaburagi,Brahmapur PS,Robbery,"392, 309",2019-02-09,2019-02-13,"59, Dhaliwal Nagar",17.699622,74.975026,Ranbir Aggarwal,23,Male,+912388121427,Manya Jani; Yashasvi Raval,53,Other,2,Rope,354849.99,Convicted,Convicted,DySP Sachdev,High,No
0766/2023,Mysuru,Krishnaraja PS,Robbery,"392, 309",2023-12-17,2023-12-18,"37/05, Kalita Path",14.709259,75.312727,Anusha Mohan,18,Other,+915601677705,Unknown,,,0,Firearm,458314.24,Convicted,Convicted,ASI Misra,High,No
0767/2024,Mysuru,Nazarbad PS,Extortion,"384, 308",2024-03-06,2024-03-09,"H.No. 74, Chana Zila",16.961124,74.597977,Aadhya Kamdar,69,Male,00756553593,Unknown,,,0,Sharp Weapon,203544.78,Case Closed,Pending,SI Venkatesh,High,No
